№,Регион,Город,Улица,Дом,lat,lon,qc_geo,full_address
2522,Алтайский край,Барнаул,проспект Строителей,21,53.351536,83.764114,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 21"
2523,Алтайский край,Барнаул,проспект Строителей,22,53.345063,83.755747,2,"Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 22"
2524,Алтайский край,Барнаул,проспект Строителей,23А,53.350665,83.764941,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 23А"
2525,Алтайский край,Барнаул,проспект Строителей,23А,53.350665,83.764941,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 23А"
2526,Алтайский край,Барнаул,проспект Строителей,24,53.347986,83.760154,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 24"
2527,Алтайский край,Барнаул,проспект Строителей,25,53.350436,83.763078,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 25"
2528,Алтайский край,Барнаул,проспект Строителей,26,53.347634,83.759726,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 26"
2529,Алтайский край,Барнаул,проспект Строителей,29,53.34652,83.759926,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 29"
2530,Алтайский край,Барнаул,проспект Строителей,30,53.347794,83.75897,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 30"
2531,Алтайский край,Барнаул,проспект Строителей,31,53.345589,83.760229,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 31"
2532,Алтайский край,Барнаул,проспект Строителей,32,53.34725,83.75928,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 32"
2533,Алтайский край,Барнаул,проспект Строителей,33,53.345646,83.75924,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 33"
2534,Алтайский край,Барнаул,проспект Строителей,34,53.346672,83.75859,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 34"
2535,Алтайский край,Барнаул,проспект Строителей,35,53.345091,83.758929,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 35"
2536,Алтайский край,Барнаул,проспект Строителей,36,53.346289,83.756438,0,"656031, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 36"
